O*NET-SOC Code	Reported Job Title	Shown in My Next Move
39-4031.00	Funeral Arranger	Y
39-4031.00	Funeral Counselor	N
39-4031.00	Funeral Director	Y
39-4031.00	Funeral Location Manager	N
39-4031.00	Funeral Pre-Need Consultant	N
39-4031.00	Funeral Prearrangement Counselor	N
39-4031.00	Licensed Funeral Director	Y
39-4031.00	Licensed Mortician	N
39-4031.00	Mortician	Y
39-5011.00	Barber Shop Operator	Y
39-5011.00	Barber Stylist	Y
39-5011.00	Stylist	Y
39-5012.00	Beautician	N
39-5012.00	Cosmetologist	Y
39-5012.00	Hair Dresser	N
39-5012.00	Hair Stylist	Y
39-5012.00	Hairdresser	Y
39-5012.00	Hairstylist	Y
39-5012.00	Stylist	N
39-5091.00	Commercial Makeup Artist	N
39-5091.00	Hair and Makeup Designer	Y
39-5091.00	Makeup Artist	Y
39-5091.00	Prosthetic Makeup Designer	N
39-5091.00	Special Effects Makeup Artist	Y
39-5091.00	Special Makeup Effects Artist	Y
39-5092.00	Manicurist	Y
39-5092.00	Nail Technician	Y
39-5092.00	Pedicurist	Y
39-5093.00	Hair Assistant	N
39-5093.00	Shampoo Assistant	Y
39-5093.00	Shampoo Person	N
39-5093.00	Shampoo Technician	Y
39-5093.00	Shampooer	Y
39-5093.00	Stylist Assistant	Y
39-5094.00	Aesthetician	Y
39-5094.00	Clinical Esthetician	N
39-5094.00	Esthetician	Y
39-5094.00	Facialist	N
39-5094.00	Medical Esthetician	Y
39-5094.00	Skin Care Specialist	Y
39-5094.00	Skin Care Technician	N
39-5094.00	Skin Care Therapist	N
39-5094.00	Spa Technician	N
39-6011.00	Bell Captain	Y
39-6011.00	Bell Person	N
39-6011.00	Bellhop	N
39-6011.00	Bellman	Y
39-6011.00	Bellperson	N
39-6011.00	Doorman	N
39-6011.00	Ground Support Agent	N
39-6011.00	Sky Cap	N
39-6011.00	Skycap	Y
39-6011.00	Valet	Y
39-6012.00	Activities Concierge	N
39-6012.00	Certified Concierge	N
39-6012.00	Chef Concierge	Y
39-6012.00	Club Concierge	Y
39-6012.00	Conference Concierge	N
39-6012.00	Front Desk Agent	N
39-6012.00	Guest Service Agent	Y
39-6012.00	Hotel Concierge	Y
39-6012.00	Lobby Concierge	N
39-6012.00	Personal Assistant	N
39-7011.00	Art Museum Docent	N
39-7011.00	Discovery Guide	N
39-7011.00	Docent	Y
39-7011.00	Guide	N
39-7011.00	Historical Interpreter	Y
39-7011.00	Museum Docent	N
39-7011.00	Museum Educator	N
39-7011.00	Museum Guide	Y
39-7011.00	Science Interpreter	N
39-7011.00	Tour Guide	Y
39-7012.00	Cruise Counselor	N
39-7012.00	Guide	Y
39-7012.00	Naturalist Guide	N
39-7012.00	Tour Coordinator	N
39-7012.00	Tour Escort	Y
39-7012.00	Tour Manager	Y
39-7012.00	Tour Operations Specialist	N
39-7012.00	Tour Operator	N
39-7012.00	Travel Consultant	Y
39-7012.00	Whitewater Rafting Guide	N
39-9011.00	Caregiver	N
39-9011.00	Child Care Worker	Y
39-9011.00	Child Caregiver	N
39-9011.00	Childcare Provider	Y
39-9011.00	Childcare Worker	N
39-9011.00	Daycare Teacher	N
39-9011.00	Daycare Worker	N
39-9011.00	Infant Teacher	Y
39-9011.00	Toddler Teacher	Y
39-9011.01	Family Manager	Y
39-9011.01	Household Manager	Y
39-9011.01	Nanny	Y
39-9031.00	Aerobics Instructor	Y
39-9031.00	Fitness Instructor	Y
39-9031.00	Fitness Specialist	N
39-9031.00	Fitness Technician	N
39-9031.00	Fitness Trainer	N
39-9031.00	Group Exercise Instructor	N
39-9031.00	Group Fitness Instructor	Y
39-9031.00	Personal Trainer	Y
39-9031.00	Private Trainer	N
39-9031.00	Yoga Instructor	N
39-9032.00	Activities Assistant	N
39-9032.00	Activities Director	Y
39-9032.00	Activity Aide	Y
39-9032.00	Activity Assistant	N
39-9032.00	Activity Coordinator	N
39-9032.00	Activity Director	Y
39-9032.00	Recreation Assistant	N
39-9032.00	Recreation Coordinator	N
39-9032.00	Recreation Supervisor	Y
39-9041.00	Hall Coordinator	N
39-9041.00	Residence Director	N
39-9041.00	Residence Hall Director	Y
39-9041.00	Residence Life Coordinator	N
39-9041.00	Residence Life Director	Y
39-9041.00	Resident Advisor	N
39-9041.00	Resident Assistant	Y
39-9041.00	Resident Director	Y
39-9041.00	Residential Coordinator	N
39-9041.00	Residential Life Director	N
41-1011.00	Bakery Manager	N
41-1011.00	Delicatessen Manager	N
41-1011.00	Department Manager	Y
41-1011.00	Department Supervisor	N
41-1011.00	Grocery Manager	N
41-1011.00	Key Carrier	N
41-1011.00	Meat Department Manager	Y
41-1011.00	Parts Sales Manager	N
41-1011.00	Shift Manager	Y
41-1011.00	Store Manager	Y
41-1012.00	Customer Service Department Supervisor	N
41-1012.00	Customer Service Supervisor	Y
41-1012.00	Driver Sales Supervisor	N
41-1012.00	Information Center Supervisor	N
41-1012.00	Inside Sales Supervisor	N
41-1012.00	Reservations Supervisor	Y
41-1012.00	Sales Department Supervisor	N
41-1012.00	Sales Leader	Y
41-1012.00	Sales Supervisor	Y
41-1012.00	Sales Team Leader	N
41-2011.00	Cashier	Y
41-2011.00	Center Aisle Cashier	N
41-2011.00	Central Aisle Cashier	N
41-2011.00	Checker	Y
41-2011.00	Customer Assistant	Y
41-2011.00	Sales Associate	Y
41-2011.00	Toll Collector	N
41-2012.00	Booth Cashier	N
41-2012.00	Cage Cashier	Y
41-2012.00	Cashier	Y
41-2012.00	Casino Banker	N
41-2012.00	Casino Cashier	N
41-2012.00	Change Person	Y
41-2012.00	Slot Attendant	Y
41-2012.00	Slot Floor Person	N
41-2012.00	Slot Technician	N
41-2012.00	Vault Cashier	N
41-2021.00	Counter Clerk	Y
41-2021.00	Counter Service Representative	N
41-2021.00	Leasing Consultant	N
41-2021.00	Rental Agent	Y
41-2021.00	Rental Assistant	N
41-2021.00	Rental Associate	N
41-2021.00	Rental Clerk	N
41-2021.00	Rental Counter Clerk	N
41-2021.00	Rental Sales Representative	Y
41-2021.00	Video Clerk	Y
41-2022.00	Parts Advisor	N
41-2022.00	Parts Clerk	Y
41-2022.00	Parts Consultant	N
41-2022.00	Parts Counter Sales Person	N
41-2022.00	Parts Counterperson	N
41-2022.00	Parts Person	N
41-2022.00	Parts Salesman	Y
41-2022.00	Parts Salesperson	Y
41-2022.00	Parts Specialist	Y
41-2031.00	Car Salesman	N
41-2031.00	Customer Assistant	N
41-2031.00	Retail Salesperson	N
41-2031.00	Sales Associate	Y
41-2031.00	Sales Clerk	Y
41-2031.00	Sales Consultant	Y
41-2031.00	Sales Person	Y
41-2031.00	Sales Representative	N
41-2031.00	Salesman	N
41-3011.00	Advertising Account Representative	Y
41-3011.00	Advertising Consultant	N
41-3011.00	Advertising Representative	Y
41-3011.00	Advertising Sales Representative (Ad Sales Representative)	Y
41-3011.00	Sales Representative	Y
41-3021.00	Insurance Agent	Y
41-3021.00	Insurance Broker	Y
41-3021.00	Insurance Sales Agent	N
41-3021.00	Sales Agent	Y
41-3021.00	Sales Associate	N
41-3021.00	Sales Representative	Y
41-3021.00	Underwriting Sales Representative	N
41-3031.00	Broker	Y
41-3031.00	Commodities Broker	N
41-3031.00	Equity Trader	Y
41-3031.00	Financial Advisor	Y
41-3031.00	Financial Consultant	Y
41-3031.00	Investment Representative	N
41-3031.00	Investments Advisor	N
41-3031.00	Investments Specialist	N
41-3031.00	Personal Banker	N
41-3031.00	Trader	N
41-3041.00	Auto Travel Counselor	N
41-3041.00	Beach Expert	N
41-3041.00	Corporate Travel Consultant	N
41-3041.00	Destination Specialist	Y
41-3041.00	International Travel Consultant	N
41-3041.00	Tour Coordinator	N
41-3041.00	Tour Counselor	N
41-3041.00	Travel Agent	Y
41-3041.00	Travel Consultant	Y
41-3041.00	Travel Counselor	Y
41-4011.00	Inside Sales Representative	Y
41-4011.00	Marketing Representative	Y
41-4011.00	Sales Representative	Y
41-4011.07	Energy Consultant	Y
41-4011.07	Sales Associate	Y
41-4011.07	Sales Representative	Y
41-4011.07	Salesman	N
41-4011.07	Solar Consultant	N
41-4011.07	Solar Sales Representative	Y
41-4012.00	Account Representative	N
41-4012.00	Customer Account Technician	N
41-4012.00	Inside Salesperson	N
41-4012.00	Outside Sales Representative	Y
41-4012.00	Route Sales Representative	N
41-4012.00	Sales Consultant	Y
41-4012.00	Sales Professional	N
41-4012.00	Sales Representative (Sales Rep)	Y
41-4012.00	Salesman	Y
41-4012.00	Salesperson	N
41-9011.00	Brand Ambassador	N
41-9011.00	Demo Specialist (Demonstration Specialist)	N
41-9011.00	Demonstrator	Y
41-9011.00	Event Specialist	N
41-9011.00	Field Merchandiser	N
41-9011.00	Food Demonstrator	N
41-9011.00	In Store Demonstrator	Y
41-9011.00	Merchandiser	Y
41-9011.00	Product Ambassador	N
41-9011.00	Product Demonstrator	Y
41-9012.00	Art Class Model	N
41-9012.00	Art Model	Y
41-9012.00	Artist's Model	Y
41-9012.00	Figure Model	Y
41-9012.00	Fine Arts Model	N
41-9012.00	Life Drawing Model	N
41-9012.00	Model	Y
41-9012.00	Nude Model	N
41-9012.00	Studio Model	N
41-9012.00	Undraped Artist Model	N
41-9021.00	Broker	Y
41-9021.00	Broker Associate	N
41-9021.00	Designated Broker	N
41-9021.00	Managing Broker	Y
41-9021.00	Real Estate Associate	N
41-9021.00	Real Estate Broker	Y
41-9021.00	Real Estate Sales Associate	N
41-9021.00	Realtor	Y
41-9022.00	Real Estate Agent	Y
41-9022.00	Real Estate Salesperson	N
41-9022.00	Realtor	Y
41-9022.00	Realtor Associate	Y
41-9022.00	Sales Agent	Y
41-9031.00	Business Development Engineer	Y
41-9031.00	Inside Sales Engineer	N
41-9031.00	Product Sales Engineer	Y
41-9031.00	Sales Applications Engineer	N
41-9031.00	Sales Engineer	Y
41-9031.00	Technical Marketing Engineer	Y
41-9031.00	Technical Sales Engineer	N
41-9041.00	Telemarketer	Y
41-9041.00	Telemarketing Sales Representative	N
41-9041.00	Telephone Sales Representative (TSR)	Y
41-9041.00	Telephone Service Representative (TSR)	Y
41-9041.00	Telesales Representative	Y
41-9041.00	Telesales Specialist	N
41-9091.00	Direct Sales Coach	Y
41-9091.00	Door-to-Door Sales Trainer	Y
41-9091.00	Independent Beauty Consultant	N
41-9091.00	Independent Distributor	N
41-9091.00	Independent Sales Associate	Y
41-9091.00	Independent Sales Representative	Y
41-9091.00	Sales Representative	N
41-9091.00	Street Vendor	N
43-1011.00	Accounting Manager	Y
43-1011.00	Accounts Payable Supervisor	N
43-1011.00	Accounts Receivable Manager	N
43-1011.00	Administrative Supervisor	N
43-1011.00	Customer Service Manager	Y
43-1011.00	Customer Service Supervisor	Y
43-1011.00	Office Coordinator	N
43-1011.00	Office Manager	Y
43-1011.00	Office Supervisor	N
43-1011.00	Staff Services Manager	N
43-2011.00	CBX Operator (Computerized Branch Exchange Operator)	Y
43-2011.00	Central Communications Specialist	N
43-2011.00	Communications Operator	N
43-2011.00	Communications Specialist	Y
43-2011.00	Information Specialist	N
43-2011.00	PBX Operator (Private Branch Exchange Operator)	Y
43-2011.00	Switchboard Operator (SB Operator)	Y
43-2011.00	Switchboard Receptionist (SB Receptionist)	N
43-2011.00	Telecommunications Clerk	N
43-2011.00	Telecommunications Operator	N
43-2021.00	411 Directory Assistance Operator	N
43-2021.00	Directory Assistance Operator	Y
43-2021.00	Information Specialist	Y
43-2021.00	Live Source Operator	N
43-2021.00	Long Distance Operator (LD Operator)	Y
43-2021.00	Telecommunications Operator	N
43-2021.00	Telephone Operator	Y
43-2021.00	Toll Operator	N
43-3011.00	Account Representative	N
43-3011.00	Accounts Receivable Specialist (AR Specialist)	N
43-3011.00	Collection Agent	N
43-3011.00	Collection Specialist	N
43-3011.00	Collector	Y
43-3011.00	Credit Clerk	Y
43-3011.00	Debt Collector	Y
43-3011.00	Patient Access Specialist	N
43-3011.00	Patient Account Representative	Y
43-3011.00	Telephone Collector	N
43-3021.00	Account Services Representative (Accounts Services Rep)	N
43-3021.00	Biller	N
43-3021.00	Billing Clerk	Y
43-3021.00	Billing Coordinator	Y
43-3021.00	Item Processing Clerk (IP Clerk)	N
43-3021.00	Medical Biller	N
43-3021.00	Pre-Audit Clerk	Y
43-3021.00	Statement Clerk	Y
43-3021.00	Statement Distribution Clerk	N
43-3021.00	Statement Services Representative (Statement Services Rep)	N
43-3031.00	Account Clerk	Y
43-3031.00	Accounting Assistant	Y
43-3031.00	Accounting Associate	N
43-3031.00	Accounting Clerk	Y
43-3031.00	Accounting Specialist	N
43-3031.00	Accounting Technician	N
43-3031.00	Accounts Payable Clerk	N
43-3031.00	Accounts Payable Specialist	N
43-3031.00	Accounts Payables Clerk	Y
43-3031.00	Accounts Receivable Clerk	N
43-3041.00	Cage Cashier	Y
43-3041.00	Casino Cage Cashier	Y
43-3041.00	Casino Cashier	Y
43-3041.00	Gaming Cage Worker	N
43-3041.00	Gaming Cashier	Y
43-3041.00	Mutuel Clerk	N
43-3051.00	Human Resources Assistant (HR Assistant)	N
43-3051.00	Payroll Assistant	Y
43-3051.00	Payroll Clerk	Y
43-3051.00	Payroll Coordinator	Y
43-3051.00	Payroll Representative	N
43-3051.00	Payroll Specialist	Y
43-3051.00	Payroll Technician	N
43-3051.00	Personnel Assistant	N
43-3051.00	Personnel Technician	N
43-3051.00	Timekeeper	N
43-3061.00	Buyer	Y
43-3061.00	Procurement Assistant	N
43-3061.00	Procurement Officer	N
43-3061.00	Procurement Specialist	Y
43-3061.00	Purchasing Assistant	N
43-3061.00	Purchasing Associate	N
43-3061.00	Purchasing Clerk	Y
43-3061.00	Purchasing Coordinator	N
43-3061.00	Purchasing Specialist	Y
43-3061.00	Warehouse Clerk	N
43-3071.00	Account Representative	N
43-3071.00	Bank Teller	Y
43-3071.00	Branch Operations Specialist	N
43-3071.00	Customer Relationship Specialist	N
43-3071.00	Customer Service Associate (CSA)	N
43-3071.00	Financial Services Representative (FSR)	Y
43-3071.00	Member Services Representative	Y
43-3071.00	Personal Banking Representative	N
43-3071.00	Roving Teller	N
43-3071.00	Teller	Y
43-4011.00	Account Administrator	N
43-4011.00	Client Associate	N
43-4011.00	Client Service Associate	N
43-4011.00	Operations Clerk	N
43-4011.00	Operations Coordinator	N
43-4011.00	Registered Account Administrator	N
43-4011.00	Registered Sales Assistant	Y
43-4011.00	Sales Assistant	Y
43-4011.00	Sales Trader	Y
43-4011.00	Trading Assistant	Y
43-4021.00	Chargeback Specialist	N
43-4021.00	Claims Correspondence Clerk	N
43-4021.00	Correspondence Clerk	Y
43-4021.00	Correspondence Coordinator	Y
43-4021.00	Correspondence Representative	N
43-4021.00	Correspondent	N
43-4021.00	Dispute Specialist	N
43-4021.00	Office Technician	Y
43-4021.00	Technical Clerk	Y
43-4031.00	City Clerk	Y
43-4031.00	City Recorder	N
43-4031.00	Court Clerk	Y
43-4031.00	License Clerk	Y
43-4031.00	License Specialist	N
43-4031.00	Motor Vehicle Field Representative (MVFR)	N
43-4031.00	Motor Vehicle Licensing Clerk	N
43-4031.00	Municipal Clerk	N
43-4031.00	Permits Specialist	N
43-4031.00	Town Clerk	Y
43-4041.00	Commercial Credit Reviewer	Y
43-4041.00	Commercial Loan Reviewer	N
43-4041.00	Credit Investigator	Y
43-4041.00	Credit Processor	Y
43-4041.00	Credit Representative	Y
43-4051.00	Account Representative	Y
43-4051.00	Call Center Representative	N
43-4051.00	Client Services Representative	N
43-4051.00	Customer Care Representative (CCR)	N
43-4051.00	Customer Service Agent	N
43-4051.00	Customer Service Representative (CSR)	Y
43-4051.00	Customer Service Specialist	Y
43-4051.00	Customer Support Representative (Customer Support Rep)	N
43-4051.00	Guest Service Agent	N
43-4051.00	Member Services Representative (Member Services Rep)	Y
43-4061.00	Business Employment Specialist	N
43-4061.00	Case Manager	Y
43-4061.00	Eligibility Examiner	N
43-4061.00	Eligibility Specialist	Y
43-4061.00	Housing Specialist	N
43-4061.00	Medicaid Analyst	N
43-4061.00	Program Eligibility Specialist	Y
43-4061.00	Work Force Advisor	N
43-4061.00	Workforce Services Representative (WSR)	Y
43-4071.00	Claims Clerk	N
43-4071.00	Clerk	N
43-4071.00	Documentation Specialist	N
43-4071.00	File Clerk	Y
43-4071.00	Manufacturing Clerk	N
43-4071.00	Medical Records Clerk	Y
43-4071.00	Office Assistant	Y
43-4071.00	Police Records Clerk	N
43-4071.00	Records Clerk	Y
43-4081.00	Desk Clerk	N
43-4081.00	Front Desk Agent	Y
43-4081.00	Front Desk Associate	N
43-4081.00	Front Desk Clerk	Y
43-4081.00	Front Office Agent	N
43-4081.00	Guest Service Agent	N
43-4081.00	Guest Service Representative	N
43-4081.00	Guest Services Agent (GSA)	Y
43-4081.00	Night Auditor	Y
43-4111.00	Admissions Clerk	Y
43-4111.00	Admissions Representative	Y
43-4111.00	Admitting Representative	N
43-4111.00	Data Collection Assistant	N
43-4111.00	Interviewer	Y
43-4111.00	Market Research Interviewer	N
43-4111.00	Registration Clerk	Y
43-4111.00	Research Interviewer	N
43-4111.00	Survey Interviewer	N
43-4111.00	Telephone Interviewer	N
43-4121.00	Acquisitions Assistant	N
43-4121.00	Cataloging Assistant	N
43-4121.00	Library Aide	Y
43-4121.00	Library Assistant	Y
43-4121.00	Library Associate	N
43-4121.00	Library Circulation Assistant	Y
43-4121.00	Library Clerical Assistant	N
43-4121.00	Library Clerk	Y
43-4121.00	Library Services Assistant	N
43-4131.00	Closer	N
43-4131.00	Licensed Loan Officer Assistant	Y
43-4131.00	Loan Analyst	Y
43-4131.00	Loan Clerk	N
43-4131.00	Loan Closer	N
43-4131.00	Loan Originator	N
43-4131.00	Loan Processor	Y
43-4131.00	Mortgage Broker	N
43-4131.00	Mortgage Loan Processor	Y
43-4131.00	Mortgage Processor	N
43-4141.00	Banking Services Representative	N
43-4141.00	Customer Service Specialist	N
43-4141.00	Financial Service Representative	N
43-4141.00	Financial Services Representative	Y
43-4141.00	Member Service Representative	Y
43-4141.00	New Accounts Clerk	N
43-4141.00	New Accounts Representative	Y
43-4141.00	Personal Banker	Y
43-4141.00	Relationship Banker	N
43-4141.00	Universal Banker	N
43-4151.00	Hub Associate	N
43-4151.00	Materials Specialist	Y
43-4151.00	Order Analyst	N
43-4151.00	Order Clerk	Y
43-4151.00	Order Entry Administrator	N
43-4151.00	Order Entry Representative	N
43-4151.00	Order Processing Clerk	N
43-4151.00	Order Taker	N
43-4151.00	Sales Assistant	Y
43-4151.00	Warehouse Clerk	Y
43-4161.00	Human Resources Administrative Assistant (HR Administrative Assistant)	Y
43-4161.00	Human Resources Assistant (HR Assistant)	Y
43-4161.00	Human Resources Associate (HR Associate)	Y
43-4161.00	Personnel Clerk	Y
43-4171.00	Clerk Specialist	Y
43-4171.00	Front Desk Receptionist	Y
43-4171.00	Greeter	N
43-4171.00	Member Service Representative	N
43-4171.00	Office Assistant	Y
43-4171.00	Receptionist	Y
43-4171.00	Scheduler	N
43-4181.00	Airline Ticket Agent	N
43-4181.00	Airport Sales Agent	N
43-4181.00	Customer Service Agent	Y
43-4181.00	Reservation Agent	Y
43-4181.00	Reservationist	N
43-4181.00	Reservations Agent	Y
43-4181.00	Reservations and Ticketing Agent	N
43-4181.00	Station Agent	N
43-4181.00	Ticket Agent	Y
43-4181.00	Tour Sales Representative	N
43-5011.00	Air Export Specialist	Y
43-5011.00	Drop Shipment Clerk	Y
43-5011.00	Freight Broker	N
43-5011.00	Intermodal Dispatcher	N
43-5011.00	International Coordinator	N
43-5011.00	Load Planner	N
43-5011.00	Logistics Coordinator	Y
43-5011.00	Logistics Service Representative	Y
43-5011.00	Ship Broker	N
43-5011.00	Traffic and Documentation Clerk	N
43-5011.01	Air Export Agent	Y
43-5011.01	Air Export Coordinator	Y
43-5011.01	Export Coordinator	N
43-5011.01	Ocean Export Coordinator	N
43-5011.01	Ocean Forwarder	N
43-5011.01	Relocation Coordinator	N
43-5011.01	Route Specialist	Y
43-5011.01	Special Services Agent	Y
43-5021.00	Courier	Y
43-5021.00	Driver	Y
43-5021.00	Laboratory Courier	Y
43-5021.00	Mail Carrier	N
43-5021.00	Mail Clerk	N
43-5021.00	Mailroom Courier	N
43-5021.00	Messenger	Y
43-5021.00	Security Messenger	N
43-5021.00	Transporter	N
43-5021.00	Vehicle Delivery Worker	N
43-5031.00	911 Dispatcher	N
43-5031.00	Communications Officer	Y
43-5031.00	Communications Operator	Y
43-5031.00	Communications Specialist	N
43-5031.00	Dispatcher	Y
43-5031.00	Emergency Communications Operator (ECO)	N
43-5031.00	Police Dispatcher	N
43-5031.00	Public Safety Dispatcher	Y
43-5031.00	Telecommunicator	N
43-5032.00	Aircraft Dispatcher	N
43-5032.00	Charter Coordinator	N
43-5032.00	City Dispatcher	Y
43-5032.00	Dispatcher (Dispatch)	Y
43-5032.00	Mine Dispatcher	N
43-5032.00	Paratransit Dispatcher	N
43-5032.00	School Bus Dispatcher	N
43-5032.00	Taxi Dispatcher	Y
43-5032.00	Train Dispatcher	Y
43-5032.00	Truck Dispatcher	N
43-5041.00	Field Technician	N
43-5041.00	Fieldman	N
43-5041.00	Meter Reader	Y
43-5041.00	Meter Reader Inspector	N
43-5041.00	Meter Reading Clerk	N
43-5041.00	Meter Technician	Y
43-5041.00	Utility Service Worker	N
43-5041.00	Water Inspector	N
43-5041.00	Water Meter Reader	Y
43-5041.00	Water Use Inspector	Y
43-5051.00	Bulk Mail Technician	N
43-5051.00	Clerk	Y
43-5051.00	Distribution Clerk	N
43-5051.00	Part Time Flexible Clerk (PTF Clerk)	N
43-5051.00	Postal Clerk	Y
43-5051.00	Sales and Distribution Clerk	N
43-5051.00	Sales and Service Associate (SSA)	Y
43-5051.00	Window Clerk	Y
43-5052.00	City Carrier	N
43-5052.00	City Carrier Assistant (CCA)	N
43-5052.00	City Letter Carrier	Y
43-5052.00	City Mail Carrier	N
43-5052.00	Letter Carrier	Y
43-5052.00	Mail Carrier	Y
43-5052.00	Rural Carrier	N
43-5052.00	Rural Carrier Associate (RCA)	Y
43-5052.00	Rural Mail Carrier	N
43-5052.00	Rural Route Carrier	N
43-5053.00	Automation Clerk	Y
43-5053.00	Computer Forwarding System Markup Clerk (CFS Markup Clerk)	N
43-5053.00	Distribution Clerk	Y
43-5053.00	Flat Sorting Machine Clerk (FSM Clerk)	N
43-5053.00	Mail Handler	Y
43-5053.00	Mail Handler Equipment Operator	N
43-5053.00	Mail Processing Clerk	N
43-5053.00	Mail Processor	Y
43-5053.00	Parcel Post Distribution Machine Operator (PDPMO)	N
43-5053.00	Small Package and Bundle Sorter Clerk (SPBS Clerk)	N
